,event number,max_Q,max_Q_time,i_start,i_end,event_start_time,HINew,flushing_index, max_C,event_end_time
0,5,14.1300832,2017-01-12 21:45:00,9908,10099,2017-01-12 05:00:00,0.05772748004998917,1.0,117.0,2017-01-14 04:45:00
1,9,36.245504,2017-02-25 21:30:00,14113,14301,2017-02-25 00:15:00,0.28716808704515673,0.7988505747126436,916.0,2017-02-26 23:15:00
2,11,19.8783936,2017-03-29 17:30:00,17152,17332,2017-03-28 16:00:00,0.15647723562152138,0.40663900414937765,67.4,2017-03-30 13:00:00
3,12,24.7772,2017-04-04 23:15:00,17768,17959,2017-04-04 02:00:00,0.23062436212053286,0.4232130219391365,154.0,2017-04-06 01:45:00
4,13,37.944511999999996,2017-04-06 20:00:00,17999,18151,2017-04-06 11:45:00,0.3141413448294516,0.9558631758451198,1020.0,2017-04-08 01:45:00
5,17,24.1825472,2017-05-02 01:45:00,20413,20579,2017-05-01 15:15:00,-0.0791097792626362,0.9085460599334073,813.0,2017-05-03 08:45:00
6,18,13.3655296,2017-05-05 14:30:00,20762,20904,2017-05-05 06:30:00,-0.004134530634260317,0.7743190661478598,14.1,2017-05-06 18:00:00
7,21,12.317808,2017-06-06 04:00:00,23769,23853,2017-06-05 14:15:00,0.17300572501972325,0.9085825431558472,33.7,2017-06-06 11:15:00
8,23,12.6859264,2017-06-30 23:00:00,26162,26291,2017-06-30 12:30:00,-0.0547811976963296,0.6321853795928818,305.0,2017-07-01 20:45:00
9,31,87.498912,2017-10-30 02:15:00,37753,37943,2017-10-29 06:15:00,-0.013393682510668239,0.9828547405550929,17500.0,2017-10-31 05:45:00
10,34,56.067264,2018-01-13 06:30:00,44966,45157,2018-01-12 09:30:00,0.15061918728719825,1.0,2810.0,2018-01-14 09:15:00
11,35,27.0142272,2018-01-23 13:30:00,45995,46158,2018-01-23 02:45:00,0.049544273110251086,0.9465735859809089,565.0,2018-01-24 19:30:00
12,39,15.432656,2018-02-25 11:00:00,49145,49305,2018-02-24 22:15:00,0.18383291351447364,1.0,52.6,2018-02-26 14:15:00
13,40,12.6576096,2018-03-02 04:30:00,49619,49760,2018-03-01 20:45:00,0.21959764284401007,0.9007170435741864,23.1,2018-03-03 08:00:00
14,41,14.1584,2018-03-30 20:45:00,52322,52456,2018-03-30 00:30:00,0.1455737034383837,0.9526261585993819,31.6,2018-03-31 10:00:00
15,42,15.9140416,2018-04-04 19:15:00,52804,52986,2018-04-04 01:00:00,-0.013027719081035852,0.8941522378307742,35.5,2018-04-05 22:30:00
16,43,14.1584,2018-04-14 22:30:00,53769,53951,2018-04-14 02:15:00,0.056668579405877606,0.9028248587570622,21.4,2018-04-15 23:45:00
17,44,37.095008,2018-04-16 21:30:00,53963,54130,2018-04-16 02:45:00,0.16305160536572313,0.41906342182890854,764.0,2018-04-17 20:30:00
18,45,12.2611744,2018-04-25 22:30:00,54831,55017,2018-04-25 03:45:00,0.09918312442764723,0.9873497786211257,21.6,2018-04-27 02:15:00
19,51,18.0094848,2018-07-24 08:15:00,63404,63557,2018-07-23 11:00:00,0.2768204471964772,0.5175757575757577,92.8,2018-07-25 01:15:00
20,52,30.015808,2018-07-25 23:30:00,63570,63759,2018-07-25 04:30:00,0.04418399652735148,0.5775029340074027,1120.0,2018-07-27 03:45:00
21,53,29.73264,2018-08-01 15:00:00,64249,64403,2018-08-01 06:15:00,0.0534880256982552,0.5365107251140516,707.0,2018-08-02 20:45:00
22,54,42.758368,2018-08-04 01:45:00,64465,64628,2018-08-03 12:15:00,0.1885813999962841,0.96485913359588,436.0,2018-08-05 05:00:00
23,55,18.7174048,2018-08-08 22:45:00,64950,65092,2018-08-08 13:30:00,0.2052373267519565,0.7008547008547009,83.0,2018-08-10 01:00:00
24,56,13.2522624,2018-08-12 02:30:00,65212,65366,2018-08-11 07:00:00,-0.01586055180288627,0.7230255839822023,13.3,2018-08-12 21:30:00
25,57,71.075168,2018-08-14 00:00:00,65424,65593,2018-08-13 12:00:00,-0.03085393508224625,1.0,4700.0,2018-08-15 06:15:00
26,58,83.817728,2018-08-17 22:30:00,65823,65969,2018-08-17 15:45:00,-0.15842748118537098,0.9283814972531937,15400.0,2018-08-19 04:15:00
27,60,28.599968,2018-09-18 10:15:00,68805,68993,2018-09-17 17:15:00,0.03276329635181202,0.8878908617270727,1250.0,2018-09-19 16:15:00
28,61,11.1001856,2018-09-22 04:15:00,69204,69333,2018-09-21 21:00:00,0.030686952825216388,0.6439704675963903,31.3,2018-09-23 05:15:00
29,62,20.6146304,2018-09-25 20:15:00,69516,69667,2018-09-25 03:00:00,0.07190972760984787,0.9440740740740741,112.0,2018-09-26 16:45:00
30,63,39.360352,2018-09-26 21:30:00,69668,69786,2018-09-26 17:00:00,-0.002490418889666319,0.9597986621630571,1540.0,2018-09-27 22:30:00
31,64,25.8815552,2018-09-28 07:30:00,69787,69926,2018-09-27 22:45:00,-0.0331391515766414,0.7084019769357496,99.7,2018-09-29 09:30:00
32,65,14.3283008,2018-10-02 17:00:00,70218,70346,2018-10-02 10:30:00,0.06842518111045161,0.9371245494593513,34.8,2018-10-03 18:30:00
33,68,31.431648,2018-11-03 03:30:00,73227,73384,2018-11-02 18:45:00,0.09087810571540364,0.9737633115767778,473.0,2018-11-04 10:00:00
34,69,19.4819584,2018-11-06 15:45:00,73574,73713,2018-11-06 09:30:00,0.02621900892930162,0.8555555555555556,39.1,2018-11-07 20:15:00
35,70,14.3283008,2018-11-09 22:15:00,73880,74026,2018-11-09 14:00:00,0.19404828330872945,0.9012229539040452,16.4,2018-11-11 02:30:00
36,71,12.459392,2018-11-13 12:45:00,74201,74366,2018-11-12 22:15:00,0.11007690617293425,0.7863247863247862,10.3,2018-11-14 15:30:00
37,73,18.9156224,2018-11-26 21:15:00,75474,75662,2018-11-26 04:30:00,0.25782711662367064,0.9336507448932575,67.3,2018-11-28 03:30:00
38,74,12.8275104,2018-12-03 22:30:00,76143,76326,2018-12-03 03:45:00,-0.06621687941687911,0.6114457831325303,7.04,2018-12-05 01:30:00
39,75,60.881119999999996,2018-12-22 05:15:00,77865,78056,2018-12-21 02:15:00,0.07258257398685018,0.9533853863186109,1720.0,2018-12-23 02:00:00
40,82,14.1584,2019-01-27 08:15:00,81440,81548,2019-01-27 08:00:00,,0.0,38.4,2019-01-28 11:00:00
41,84,19.6518592,2019-02-08 15:15:00,82542,82732,2019-02-07 19:30:00,0.1718474842771171,0.7534983853606028,108.0,2019-02-09 19:00:00
42,89,12.8275104,2019-03-31 16:30:00,87448,87632,2019-03-30 22:00:00,0.1193815733807399,0.8248826291079812,28.8,2019-04-01 20:00:00
43,90,14.9512704,2019-04-09 20:45:00,88374,88512,2019-04-09 13:30:00,0.20161453234984225,0.9455031761952523,37.6,2019-04-11 00:00:00
44,91,14.9512704,2019-04-13 06:45:00,88672,88845,2019-04-12 16:00:00,0.040896719573880205,0.8896644899797344,48.4,2019-04-14 11:15:00
45,92,69.659328,2019-04-15 05:15:00,88854,89031,2019-04-14 13:30:00,0.18490401068832987,0.681139529433128,9480.0,2019-04-16 09:45:00
46,93,37.378175999999996,2019-04-20 12:15:00,89357,89548,2019-04-19 19:15:00,0.10264929500937127,0.8588157129806494,1240.0,2019-04-21 19:00:00
47,94,11.4399872,2019-04-27 04:30:00,89978,90161,2019-04-26 06:30:00,0.00201998632854548,0.5701179554390563,24.8,2019-04-28 04:15:00
48,97,13.5071136,2019-05-15 14:15:00,91773,91927,2019-05-14 23:15:00,0.5349465067601269,-0.03322259136212646,15.2,2019-05-16 13:45:00
49,103,15.6591904,2019-10-17 02:45:00,106590,106779,2019-10-16 07:30:00,0.2799150521181248,0.8639589845814646,265.0,2019-10-18 06:45:00
50,106,72.774176,2019-11-01 02:15:00,108029,108220,2019-10-31 07:15:00,0.07983177753815587,0.9187751741326746,8990.0,2019-11-02 07:00:00
51,110,25.9948224,2019-12-10 18:30:00,111834,112023,2019-12-09 22:30:00,0.1559860369859369,0.6708648194794291,146.0,2019-12-11 21:45:00
52,111,21.860569599999998,2019-12-14 21:00:00,112232,112421,2019-12-14 02:00:00,0.06581359569801866,0.9623493975903614,82.3,2019-12-16 01:15:00
53,112,13.6770144,2020-01-12 10:45:00,114980,115164,2020-01-11 17:00:00,0.16021600232208136,0.9710276731193973,79.6,2020-01-13 15:00:00
54,125,81.83555199999999,2020-04-13 18:45:00,123835,124025,2020-04-12 22:45:00,0.0800058949847715,0.9999923984597108,9210.0,2020-04-14 22:15:00
55,127,53.518752,2020-05-01 16:45:00,125547,125737,2020-04-30 18:45:00,0.13634971836574966,0.4781775415977001,1180.0,2020-05-02 18:15:00
56,132,33.98016,2020-08-04 17:15:00,134679,134869,2020-08-03 21:45:00,0.38324504940126397,0.7124051166144151,247.0,2020-08-05 21:15:00
57,146,30.015808,2021-03-26 06:45:00,157105,157295,2021-03-25 12:15:00,0.25913298706391147,0.35332403533240353,523.0,2021-03-27 11:45:00
58,147,21.1243328,2021-03-28 21:45:00,157379,157534,2021-03-28 08:45:00,0.2390158301578601,0.8854271356783919,135.0,2021-03-29 23:30:00
59,148,15.5176064,2021-04-01 03:15:00,157703,157855,2021-03-31 17:45:00,0.24837557771886007,0.9150197628458497,66.5,2021-04-02 07:45:00
60,152,11.609888,2021-05-10 04:30:00,161437,161597,2021-05-09 15:15:00,0.11789267877233278,0.955592105263158,29.0,2021-05-11 07:15:00
61,156,20.954432,2021-07-09 09:30:00,167195,167386,2021-07-08 14:45:00,0.053674247662626726,0.9993662194993134,765.0,2021-07-10 14:30:00
62,157,16.2538432,2021-07-12 09:15:00,167481,167672,2021-07-11 14:15:00,-0.002996253237715435,0.8452468680913782,147.0,2021-07-13 14:00:00
63,158,17.839584,2021-07-18 00:15:00,168062,168160,2021-07-17 15:30:00,0.07057313827650429,0.5006940829429116,236.0,2021-07-18 16:00:00
64,160,17.4431488,2021-08-23 14:15:00,171524,171715,2021-08-22 17:00:00,0.05623305157021918,0.9975394586809098,168.0,2021-08-24 16:45:00
